,titulo,ano,mes,dia
0,Percy Jackson e o Ladrão de Raios,2021,Janeiro,01
1,Pai em Dose Dupla,2021,Janeiro,04
2,Turma da Mônica: Laços,2021,Janeiro,05
3,Hotel Transilvânia 2,2021,Janeiro,06
4,O Diário da Princesa,2021,Janeiro,07
5,Stardust: O Mistério da Estrela,2021,Janeiro,08
6,Férias da Família Johnson,2021,Janeiro,11
7,Os Pinguins do Papai,2021,Janeiro,12
8,Shrek 2,2021,Janeiro,13
9,Sonhos de Papel,2021,Janeiro,14
10,Miss Simpatia,2021,Janeiro,15
11,Enrolados,2021,Janeiro,18
12,Super Escola de Heróis,2021,Janeiro,19
13,Rio 2,2021,Janeiro,20
14,Virada Radical,2021,Janeiro,21
15,As Viagens de Gulliver,2021,Janeiro,22
16,Operação Big Hero,2021,Janeiro,25
17,Nanny McPhee e as Lições Mágicas,2021,Janeiro,26
18,Jogador Nº 1,2021,Janeiro,27
19,Gente Grande 2,2021,Janeiro,28
20,Os Smurfs 2,2021,Janeiro,29
21,Tudo Por um Popstar,2021,Fevereiro,01
22,Megamente,2021,Fevereiro,02
23,MIB: Homens de Preto 2,2021,Fevereiro,03
24,Cegonhas: A História Que Não Te Contaram,2021,Fevereiro,04
25,Bater ou Correr,2021,Fevereiro,05
26,Monstros Vs. Alienígenas,2021,Fevereiro,08
27,É Fada,2021,Fevereiro,09
28,Fora do Rumo,2021,Fevereiro,10
29,Patrick,2021,Fevereiro,11
30,Tá Chovendo Hambúrguer 2,2021,Fevereiro,12
31,Procurando Nemo,2021,Fevereiro,15
32,As Férias do Pequeno Nicolau,2021,Fevereiro,16
33,Alice Através do Espelho,2021,Fevereiro,17
34,Um Tira no Jardim de Infância 2,2021,Fevereiro,18
35,Casamento Grego 2,2021,Fevereiro,19
36,Incontrolável,2021,Fevereiro,22
37,Amor ao Acaso,2021,Fevereiro,23
38,Um Senhor Estagiário,2021,Fevereiro,24
39,Quarteto Fantástico,2021,Fevereiro,25
40,Muito Bem Acompanhada,2021,Fevereiro,26
41,Quatro Vidas de um Cachorro,2021,Março,01
42,Em Meus Sonhos,2021,Março,02
43,"Dois é Bom, Três é Demais",2021,Março,03
44,O Túnel,2021,Março,04
45,Jogo de Amor em Las Vegas,2021,Março,05
46,Joy: O Nome do Sucesso,2021,Março,08
47,Roubo nas Alturas,2021,Março,09
48,Romeu e Julieta,2021,Março,10
49,Sem Reservas,2021,Março,11
50,Amor ao Primeiro Filho,2021,Março,12
51,Uma Prova de Amor,2021,Março,15
52,Portal dos Guerreiros,2021,Março,16
53,Megan Leavey,2021,Março,17
54,"Corina, uma Babá Perfeita",2021,Março,18
55,Encontro de Casais,2021,Março,19
56,O Melhor Amigo da Noiva,2021,Março,22
57,A Última Palavra,2021,Março,23
58,Hitch: Conselheiro Amoroso,2021,Março,24
59,O Último Mestre do Ar,2021,Março,25
60,Arthur: O Milionário Irresistível,2021,Março,26
61,O Que Esperar Quando Você Está Esperando,2021,Março,29
62,A Fabulosa Gilly Hopkins,2021,Março,30
63,O Dilema,2021,Março,31
64,A Ressurreição de Gavin Stone,2021,Abril,01
65,Shrek Para Sempre,2021,Abril,02
66,Vovó... Zona 2,2021,Abril,05
67,Um Bom Partido,2021,Abril,06
68,Táxi,2021,Abril,07
69,Onde Nasce a Esperança,2021,Abril,08
70,Lara Croft: Tomb Raider - A Origem da Vida,2021,Abril,09
71,"Intocáveis | Meu Pai, Meu Herói",2021,Abril,12
72,Licença Para Casar,2021,Abril,13
73,Mãos Talentosas: A História de Ben Carson,2021,Abril,14
74,Uma Manhã Gloriosa,2021,Abril,15
75,Bater ou Correr em Londres,2021,Abril,16
76,Sully: O Herói do Rio Hudson,2021,Abril,19
77,Brooklin: Um Amor Sem Fronteiras,2021,Abril,20
78,Toy Story 3,2021,Abril,21
79,Jurassic Park: Parque dos Dinossauros,2021,Abril,22
80,A Teoria de Tudo,2021,Abril,23
81,Crô em Família,2021,Abril,26
82,A Feiticeira,2021,Abril,27
83,Beleza Oculta,2021,Abril,28
84,A Sogra,2021,Abril,29
85,O Aprendiz de Feiticeiro,2021,Abril,30
86,O Medalhão,2021,Maio,03
87,"Loucas Por Amor, Viciadas em Dinheiro",2021,Maio,04
88,X-Men: Primeira Classe,2021,Maio,05
89,Tá Chovendo Hambúrger,2021,Maio,06
90,Linda de Morrer,2021,Maio,07
91,Paixão de Aluguel,2021,Maio,10
92,O Impossível,2021,Maio,11
93,Meu Namorado é o Bicho,2021,Maio,12
94,Idas e Vindas do Amor,2021,Maio,13
95,Viagem ao Centro da Terra: O Filme,2021,Maio,14
96,Invictus,2021,Maio,17
97,A Vingança das Damas de Honra,2021,Maio,18
98,Encontro de Amor,2021,Maio,19
99,Um Homem de Família,2021,Maio,20
100,Entrando Numa Fria Maior Ainda,2021,Maio,21
101,Noites de Tormenta,2021,Maio,24
102,Lanterna Verde,2021,Maio,25
103,Fazenda dos Cisnes,2021,Maio,26
104,O Amor Dá Trabalho,2021,Maio,27
105,Resgate Abaixo de Zero,2021,Maio,28
106,A Morte e Vida de Charlie,2021,Maio,31
107,Pare o Casamento!,2021,Junho,01
108,Uma Amizade Inesperada,2021,Junho,02
109,Depois da Terra,2021,Junho,03
110,Maria do Caritó,2021,Junho,04
111,Uma Boa Ação,2021,Junho,07
113,Diário de uma Paixão,2021,Junho,09
114,Simplesmente Complicado,2021,Junho,10
117,De Repente Grávida,2021,Junho,15
118,Querido John,2021,Junho,16
119,Evereste,2021,Junho,17
120,Tudo Que Quero,2021,Junho,18
121,Decisões Extremas,2021,Junho,21
122,Um Amor Verdadeiro,2021,Junho,22
123,A Corrente do Bem,2021,Junho,23
124,O Shaolin do Sertão,2021,Junho,24
125,Bilhete de Loteria,2021,Junho,25
126,Coincidências do Amor,2021,Junho,28
127,Um Presente Para Helen,2021,Junho,29
128,Mamãe Saiu de Férias,2021,Junho,30
129,Os Goonies,2021,Julho,01
131,Toy Story 2,2021,Julho,05
133,Sai de Baixo: O Filme,2021,Julho,07
134,Matilda,2021,Julho,08
135,Príncipe da Pérsia: As Areias do Tempo,2021,Julho,09
136,Malasartes e o Duelo com a Morte,2021,Julho,12
137,Segurança de Shopping 2,2021,Julho,13
138,Meu Monstro de Estimação,2021,Julho,14
140,Como Treinar o Seu Dragão,2021,Julho,16
141,O Sétimo Filho,2021,Julho,19
142,Encantada,2021,Julho,20
143,Uma Razão Para Vencer,2021,Julho,21
144,Space Jam: O Jogo do Século,2021,Julho,22
145,Vitórias de uma Vida,2021,Julho,23
146,Kung Fu Panda 2,2021,Julho,26
147,Uma Aventura e Tanto,2021,Julho,27
148,Um Tio Quase Perfeito,2021,Julho,28
149,Gremlins,2021,Julho,29
150,O Terno de Dois Bilhões de Dólares,2021,Julho,30
151,Duas de Mim,2021,Agosto,02
152,Castelos de Gelo,2021,Agosto,03
153,Como Se Fosse a Primeira Vez,2021,Agosto,04
154,Karatê Kid II: A Hora da Verdade Continua,2021,Agosto,05
155,De Repente Pai,2021,Agosto,06
156,Te Amarei para Sempre,2021,Agosto,09
157,MIB: Homens de Preto 3,2021,Agosto,10
158,A Culpa é das Estrelas,2021,Agosto,11
159,A Máscara do Zorro,2021,Agosto,12
160,Coração de Tinta: O Livro Mágico,2021,Agosto,13
161,O Que de Verdade Importa,2021,Agosto,16
162,O Amor Não Tira Férias,2021,Agosto,17
163,Somos Todos Iguais,2021,Agosto,18
164,Sob o Mesmo Céu,2021,Agosto,19
165,Sonhos de Papel,2021,Agosto,20
166,Shrek 2,2021,Agosto,23
167,As Loucuras de Dick e Jane,2021,Agosto,24
168,Stardust: O Mistério da Estrela,2021,Agosto,25
169,Um Amor de Vizinha,2021,Agosto,26
170,Plano B,2021,Agosto,27
171,Miss Simpatia,2021,Agosto,30
172,À Prova de Fogo,2021,Agosto,31
173,Um Amor à Altura,2021,Setembro,01
174,Bem-Vindo à Vida,2021,Setembro,02
175,À Procura do Amor,2021,Setembro,03
176,Nossa Vida com Cães,2021,Setembro,06
177,Cegonhas: A História Que Não Te Contaram,2021,Setembro,07
178,Os Estagiários,2021,Setembro,08
179,O Que Te Faz Mais Forte,2021,Setembro,09
180,Cine Holliúdy 2: A Chibata Sideral,2021,Setembro,10
181,Um Tira no Jardim de Infância 2,2021,Setembro,13
182,Joy: O Nome do Sucesso,2021,Setembro,14
183,Como Não Esquecer Essa Garota,2021,Setembro,15
184,Roubo nas Alturas,2021,Setembro,16
185,A Seleção,2021,Setembro,17
187,Agente 86,2021,Setembro,21
188,O Livro do Amor,2021,Setembro,22
189,Sim Senhor,2021,Setembro,23
190,Alice Através do Espelho,2021,Setembro,24
191,Um Senhor Estagiário,2021,Setembro,27
192,O Túnel,2021,Setembro,28
193,Portal dos Guerreiros,2021,Setembro,29
194,Divórcio,2021,Setembro,30
195,Somos Marshall,2021,Outubro,01
196,As Branquelas,2021,Outubro,04
197,Cartas Para Deus,2021,Outubro,05
198,Meninas Malvadas,2021,Outubro,06
199,Megan Leavey,2021,Outubro,07
200,Fora do Rumo,2021,Outubro,08
201,O Diário da Princesa,2021,Outubro,11
202,Shrek Para Sempre,2021,Outubro,12
203,Cavalo de Guerra,2021,Outubro,13
204,Cidades de Papel,2021,Outubro,14
205,A Luta Por um Ideal,2021,Outubro,15
206,Insubstituível,2021,Outubro,18
207,De Repente 30,2021,Outubro,19
208,"Eu, Robô",2021,Outubro,20
209,Um Dia,2021,Outubro,21
210,Casamento Grego 2,2021,Outubro,22
211,Uma Prova de Amor,2021,Outubro,25
212,Muito Bem Acompanhada,2021,Outubro,26
213,A Última Palavra,2021,Outubro,27
214,Romeu e Julieta,2021,Outubro,28
215,Super Escola de Heróis,2021,Outubro,29
216,Como Treinar o Seu Dragão 2,2021,Novembro,01
217,O Bom Gigante Amigo,2021,Novembro,02
218,Arthur: O Milionário Irresistível,2021,Novembro,03
219,Incondicional,2021,Novembro,04
220,O Que Esperar Quando Você Está Esperando,2021,Novembro,05
221,Esposa de Mentirinha,2021,Novembro,08
222,Intocáveis,2021,Novembro,09
223,Sem Reservas,2021,Novembro,10
224,Chocante,2021,Novembro,11
225,Bater ou Correr em Londres,2021,Novembro,12
226,As Mil Palavras,2021,Novembro,15
227,"Nossa União, Muita Confusão",2021,Novembro,16
228,Mãos Talentosas: A História de Ben Carson,2021,Novembro,17
229,Tudo e Todas as Coisas,2021,Novembro,18
230,MIB: Homens de Preto 2,2021,Novembro,19
231,Viagem ao Centro da Terra: O Filme,2021,Novembro,22
232,O Dilema,2021,Novembro,23
233,A Creche do Papai,2021,Novembro,24
234,A Conselheira Amorosa,2021,Novembro,25
235,Tô Ryca,2021,Novembro,26
236,Beleza Oculta,2021,Novembro,29
237,Um Presente Especial,2021,Novembro,30
238,Resgate Abaixo de Zero,2021,Dezembro,01
239,Enrolados,2021,Dezembro,02
240,Maria do Caritó,2021,Dezembro,03
241,Rio 2,2021,Dezembro,06
242,A Pantera Cor-de-Rosa 2,2021,Dezembro,07
243,Depois da Terra,2021,Dezembro,08
244,Fazenda dos Cisnes,2021,Dezembro,09
245,Os Parças 2,2021,Dezembro,10
246,Hotel Transilvânia 2,2021,Dezembro,13
247,Um Faz de Conta Que Acontece,2021,Dezembro,14
248,Sully: O Herói do Rio Hudson,2021,Dezembro,15
249,"Um Natal Muito, Muito Louco",2021,Dezembro,16
250,"Fala Sério, Mãe!",2021,Dezembro,17
251,O Expresso Polar,2021,Dezembro,20
252,Menores Desacompanhados,2021,Dezembro,21
253,O Natal dos Coopers,2021,Dezembro,22
254,O Quebra-Nozes,2021,Dezembro,23
255,10 Horas Para o Natal,2021,Dezembro,24
256,O Pequeno Príncipe,2021,Dezembro,27
257,Uma Família em Apuros,2021,Dezembro,28
258,Truque de Mestre,2021,Dezembro,29
259,Turma da Mônica: Laços,2021,Dezembro,30
260,Noite de Ano Novo,2021,Dezembro,31
261,Shrek Terceiro,2020,Janeiro,01
262,Descendentes,2020,Janeiro,02
263,A Lenda do Tesouro Perdido,2020,Janeiro,03
264,Tá Chovendo Hambúrguer 2,2020,Janeiro,06
265,O Último Mestre do Ar,2020,Janeiro,07
266,Os Pinguins do Papai,2020,Janeiro,08
267,No Mundo da Lua,2020,Janeiro,09
268,A Montanha Enfeitiçada,2020,Janeiro,10
269,Festa no Céu,2020,Janeiro,13
270,MIB: Homens de Preto 3,2020,Janeiro,14
271,As Viagens de Gulliver,2020,Janeiro,15
272,Monstros vs. Alienígenas,2020,Janeiro,16
273,A Bússola de Ouro,2020,Janeiro,17
274,Os Smurfs,2020,Janeiro,20
275,Acampamento do Papai,2020,Janeiro,21
276,Professor Peso Pesado,2020,Janeiro,22
277,Cegonhas: A História Que Não Te Contaram,2020,Janeiro,23
278,Viagem ao Centro da Terra: O Filme,2020,Janeiro,24
279,Minha Mãe é uma Peça: O Filme,2020,Janeiro,27
280,Tio Papi,2020,Janeiro,28
281,Monstros S.A.,2020,Janeiro,29
282,Férias da Família Johnson,2020,Janeiro,30
283,O Medalhão,2020,Janeiro,31
284,A Proposta,2020,Fevereiro,03
285,A Última Música,2020,Fevereiro,04
286,Duas de Mim,2020,Fevereiro,05
287,Jenny Vai Casar,2020,Fevereiro,06
288,De Repente 30,2020,Fevereiro,07
289,À Procura da Felicidade,2020,Fevereiro,10
290,Meu Namorado é o Bicho,2020,Fevereiro,11
291,Casa Comigo?,2020,Fevereiro,12
292,Somos Todos Iguais,2020,Fevereiro,13
293,As Branquelas,2020,Fevereiro,14
294,Uma Manhã Gloriosa,2020,Fevereiro,17
295,Paixão de Aluguel,2020,Fevereiro,18
296,Simplesmente Complicado,2020,Fevereiro,19
297,Tudo é Possível,2020,Fevereiro,20
298,Qualquer Gato Vira-Lata,2020,Fevereiro,21
299,Kung Fu Panda,2020,Fevereiro,24
300,Piratas do Caribe: O Baú da Morte,2020,Fevereiro,25
302,Virada Radical,2020,Fevereiro,27
303,A Lenda do Tesouro Perdido: Livro dos Segredos,2020,Fevereiro,28
304,Miss Simpatia 2: Armada e Poderosa,2020,Março,02
305,E Se Fosse Verdade,2020,Março,03
306,Quase Casadas,2020,Março,04
307,Um Presente para Helen,2020,Março,05
308,Meu Passado Me Condena 2,2020,Março,06
309,Ela é a Poderosa,2020,Março,09
311,Cavalo de Guerra,2020,Março,11
312,A Conselheira Amorosa,2020,Março,12
313,"Meu Nome é Taylor, Drillbit Taylor",2020,Março,13
314,Uma Mãe Para o Meu Bebê,2020,Março,16
315,O Diário da Princesa,2020,Março,17
316,"Loucas Por Amor, Viciadas em Dinheiro",2020,Março,18
317,Quarteto Fantástico,2020,Março,19
318,Vovó... Zona 2,2020,Março,20
319,Segurança de Shopping,2020,Março,23
320,Fazenda dos Cisnes,2020,Março,24
321,Bater ou Correr,2020,Março,25
322,Um Amor Verdadeiro,2020,Março,26
323,Gigantes de Aço,2020,Março,27
324,Pai em Dose Dupla,2020,Março,30
325,Imagine Só,2020,Março,31
326,Esposa de Mentirinha,2020,Abril,01
327,Detetives do Prédio Azul,2020,Abril,02
328,Os Smurfs e a Vila Perdida,2020,Abril,03
329,A Hora do Rush 3,2020,Abril,06
330,Coincidências do Amor,2020,Abril,07
331,Alvin e os Esquilos 3,2020,Abril,08
332,O Shaolin do Sertão,2020,Abril,09
333,Stardust: O Mistério da Estrela,2020,Abril,10
334,Como se Fosse a Primeira Vez,2020,Abril,13
335,Um Tira no Jardim de Infância 2,2020,Abril,14
336,Casamento Grego 2,2020,Abril,15
337,O Bicho Vai Pegar 4,2020,Abril,16
338,Tudo Por um Popstar,2020,Abril,17
339,Homem-Aranha,2020,Abril,20
340,O Aprendiz de Feiticeiro,2020,Abril,21
341,Ramona e Beezus,2020,Abril,22
342,Um Tio Quase Perfeito,2020,Abril,23
343,Enrolados,2020,Abril,24
344,Tô Ryca,2020,Abril,27
345,As Férias do Pequeno Nicolau,2020,Abril,28
346,Príncipe da Pérsia: As Areias do Tempo,2020,Abril,29
347,O Bom Filho à Casa Torna,2020,Abril,30
348,Rio,2020,Maio,01
349,Percy Jackson e o Ladrão de Raios,2020,Maio,04
350,Surpresa em Dobro,2020,Maio,05
351,17 Outra Vez,2020,Maio,06
352,Tá Chovendo Hambúrguer 2,2020,Maio,07
353,O Maior Amor do Mundo,2020,Maio,08
354,Cada Um Tem a Gêmea Que Merece,2020,Maio,11
355,Mara e o Senhor do Fogo,2020,Maio,12
356,Vovó...Zona,2020,Maio,13
357,Epa! Cadê o Noé?,2020,Maio,14
358,Sexta-Feira Muito Louca,2020,Maio,15
359,Segurança de Shopping 2,2020,Maio,18
360,Operação Presente,2020,Maio,19
361,Uma Boa Ação,2020,Maio,20
362,"Dois é Bom, Três é Demais",2020,Maio,21
363,Billy Stone e o Medalhão Mágico,2020,Maio,22
364,X-Men: Primeira Classe,2020,Maio,25
365,Mansão Mal-Assombrada,2020,Maio,26
366,Operação Babá,2020,Maio,27
367,A Princesa e o Sapo,2020,Maio,28
368,Gente Grande 2,2020,Maio,29
369,Encantada,2020,Junho,01
370,Ensinando a Viver,2020,Junho,02
371,Lara Croft: Tomb Raider,2020,Junho,03
372,Os Saltimbancos Trapalhões: Rumo a Hollywood,2020,Junho,04
373,Agente 86,2020,Junho,05
374,Compramos um Zoológico,2020,Junho,08
375,Treinando o Papai,2020,Junho,09
376,Quando em Roma,2020,Junho,10
377,Descendentes,2020,Junho,11
378,Idas e Vindas do Amor,2020,Junho,12
379,Alice no País das Maravilhas,2020,Junho,15
380,Em Busca do Baile,2020,Junho,16
381,Você de Novo,2020,Junho,17
382,Um Presente Especial,2020,Junho,18
383,Eu Sou o Número Quatro,2020,Junho,19
384,O Diário da Princesa 2,2020,Junho,22
385,Monstros vs. Alienígenas,2020,Junho,23
386,O Menino da Porteira,2020,Junho,24
387,Mamãe: Operação Balada,2020,Junho,25
388,Piratas do Caribe: Navegando em Águas Misteriosas,2020,Junho,26
389,Cegonhas: A História Que Não Te Contaram,2020,Junho,29
390,Resgate de uma Vida,2020,Junho,30
391,Professor Peso Pesado,2020,Julho,01
392,Programa de Proteção para Princesas,2020,Julho,02
393,Roubo nas Alturas,2020,Julho,03
394,O Que Esperar Quando Você Está Esperando,2020,Julho,06
395,Vitórias de uma Vida,2020,Julho,07
396,Nanny McPhee e as Lições Mágicas,2020,Julho,08
397,Táxi,2020,Julho,09
398,A Montanha Enfeitiçada,2020,Julho,10
399,Jogo de Amor em Las Vegas,2020,Julho,13
400,O Grande Milagre,2020,Julho,14
401,Tio Papi,2020,Julho,15
402,Incontrolável,2020,Julho,16
403,Férias da Família Johnson,2020,Julho,17
404,Toy Story 2,2020,Julho,20
405,As Férias da Minha Vida,2020,Julho,21
406,Click,2020,Julho,22
407,A 100 Passos de um Sonho,2020,Julho,23
408,A Bússola de Ouro,2020,Julho,24
409,A Proposta,2020,Julho,27
410,Onde Nasce a Esperança,2020,Julho,28
411,As Viagens de Gulliver,2020,Julho,29
412,A Sogra,2020,Julho,30
413,Fora do Rumo,2020,Julho,31
414,Um Bom Partido,2020,Agosto,03
415,Acampamento do Papai,2020,Agosto,04
416,A Feiticeira,2020,Agosto,05
417,O Melhor Amigo da Noiva,2020,Agosto,06
418,À Procura da Felicidade,2020,Agosto,07
419,Quatro Vidas de um Cachorro,2020,Agosto,10
420,Monstros S.A.,2020,Agosto,11
421,Juntos Pelo Acaso,2020,Agosto,12
422,Meu Namorado é o Bicho,2020,Agosto,13
423,O Último Mestre do Ar,2020,Agosto,14
424,De Repente 30,2020,Agosto,17
425,Intocáveis,2020,Agosto,18
426,As Branquelas,2020,Agosto,19
427,Shrek Terceiro,2020,Agosto,20
428,Piratas do Caribe: O Baú da Morte,2020,Agosto,21
429,"Alexandre e o Dia Terrível, Horrível, Espantoso e Horroroso",2020,Agosto,24
430,A Última Música,2020,Agosto,25
431,Um Senhor Estagiário,2020,Agosto,26
432,Encontro de Amor,2020,Agosto,27
433,O Medalhão,2020,Agosto,28
434,Encontro de Casais,2020,Agosto,31
435,Uma Irmã na Minha Vida,2020,Setembro,01
436,Uma Manhã Gloriosa,2020,Setembro,02
437,Soul Surfer: Coragem de Viver,2020,Setembro,03
438,Linda de Morrer,2020,Setembro,04
439,Quarteto Fantástico,2020,Setembro,07
440,Vovó...Zona 2,2020,Setembro,08
441,Cartas Para Julieta,2020,Setembro,09
442,Paixão de Aluguel,2020,Setembro,10
443,Viagem ao Centro da Terra: O Filme,2020,Setembro,11
444,O Dilema,2020,Setembro,14
445,A Grande Vitória,2020,Setembro,15
446,Três Vezes Amor,2020,Setembro,16
447,Um Amor de Vizinha,2020,Setembro,17
448,A Lenda do Tesouro Perdido: Livro dos Segredos,2020,Setembro,18
449,Armações do Amor,2020,Setembro,21
450,De Repente Grávida,2020,Setembro,22
451,Cavalo de Guerra,2020,Setembro,23
452,"Querida, Encolhi as Crianças",2020,Setembro,24
453,O Aprendiz de Feiticeiro,2020,Setembro,25
454,Crô em Família,2020,Setembro,28
455,"Meu Pai, Meu Herói",2020,Setembro,29
456,Hitch: Conselheiro Amoroso,2020,Setembro,30
457,Um Amor Verdadeiro,2020,Outubro,01
458,A Hora do Rush 3,2020,Outubro,02
459,As Loucuras de Dick e Jane,2020,Outubro,05
460,À Prova de Fogo,2020,Outubro,06
461,Miss Simpatia 2: Armada e Poderosa,2020,Outubro,07
462,Como Perder um Homem em 10 Dias,2020,Outubro,08
463,Sai de Baixo: O Filme,2020,Outubro,09
464,Toy Story 3,2020,Outubro,12
465,Fazenda dos Cisnes,2020,Outubro,13
466,Segurança de Shopping,2020,Outubro,14
467,A Corrente do Bem,2020,Outubro,15
468,Gigantes de Aço,2020,Outubro,16
469,Casa Comigo?,2020,Outubro,19
470,Um Homem de Família,2020,Outubro,20
471,Uma Mãe Para o Meu Bebê,2020,Outubro,21
472,Um Namorado Para Minha Mulher,2020,Outubro,22
473,"Loucas Por Amor, Viciadas em Dinheiro",2020,Outubro,23
474,Qualquer Gato Vira-Lata 2,2020,Outubro,26
475,Ela é a Poderosa,2020,Outubro,27
476,17 Outra Vez,2020,Outubro,28
477,Como Não Esquecer Essa Garota,2020,Outubro,29
478,O Terno de 2 Bilhões de Dólares,2020,Outubro,30
479,Tá Chovendo Hamburguer,2020,Novembro,02
480,Diário de um Banana 3: Dias de Cão,2020,Novembro,03
481,Vai Que Cola: O Filme,2020,Novembro,04
482,Escrito nas Estrelas,2020,Novembro,05
483,Bilhete de Loteria,2020,Novembro,06
484,Coincidências do Amor,2020,Novembro,09
485,Um Dia,2020,Novembro,10
486,Duas de Mim,2020,Novembro,11
487,Tudo é Possível,2020,Novembro,12
488,X-Men: Primeira Classe,2020,Novembro,13
489,O Bom Filho à Casa Torna,2020,Novembro,16
490,Insubstituível,2020,Novembro,17
491,Um Amor de Tesouro,2020,Novembro,18
492,Vovó...Zona,2020,Novembro,19
493,Uma Boa Ação,2020,Novembro,20
494,Como Se Fosse a Primeira Vez,2020,Novembro,23
495,2 Filhos de Francisco,2020,Novembro,24
496,Pulando a Vassoura,2020,Novembro,25
497,Um Tio Quase Perfeito,2020,Novembro,26
498,Agente 86,2020,Novembro,27
499,O Céu é de Verdade,2020,Novembro,30
500,Quando em Roma,2020,Dezembro,01
501,Te Amarei Para Sempre,2020,Dezembro,02
502,O Que de Verdade Importa,2020,Dezembro,03
503,Príncipe da Pérsia: As Areias do Tempo,2020,Dezembro,04
504,Tô Ryca,2020,Dezembro,07
505,Você de Novo,2020,Dezembro,08
506,Somos Todos Iguais,2020,Dezembro,09
507,Ensinando a Viver,2020,Dezembro,10
508,A Lenda do Tesouro Perdido,2020,Dezembro,11
509,Os Smurfs e a Vila Perdida,2020,Dezembro,14
510,A Hora do Rush 2,2020,Dezembro,15
511,Meninas Malvadas,2020,Dezembro,16
512,O Amor Não Tira Férias,2020,Dezembro,17
513,Um Presente Especial,2020,Dezembro,18
514,Annie,2020,Dezembro,21
515,Surpresas do Amor,2020,Dezembro,22
516,Maldito Feliz Natal,2020,Dezembro,23
517,O Grinch,2020,Dezembro,24
518,PéPequeno,2020,Dezembro,25
519,Alice no País das Maravilhas,2020,Dezembro,28
520,MIB: Homens de Preto 3,2020,Dezembro,29
521,As Mil Palavras,2020,Dezembro,30
522,Como Treinar o seu Dragão,2020,Dezembro,31
524,Valente,2019,Janeiro,02
525,Madagascar,2019,Janeiro,03
526,Megamente,2019,Janeiro,04
527,Monstros S.A.,2019,Janeiro,07
528,Bolt: Supercão,2019,Janeiro,08
529,Até Que a Sorte Nos Separe 2,2019,Janeiro,09
530,Turbo,2019,Janeiro,10
531,Festa no Céu,2019,Janeiro,11
532,A Culpa é das Estrelas,2019,Janeiro,14
533,Miss Simpatia 2: Armada e Poderosa,2019,Janeiro,15
534,Meu Passado Me Condena 2,2019,Janeiro,16
535,Stardust: O Mistério da Estrela,2019,Janeiro,17
536,Gigantes de Aço,2019,Janeiro,18
537,Intocáveis,2019,Janeiro,21
538,2 Filhos de Francisco,2019,Janeiro,22
539,O Noivo da Minha Melhor Amiga,2019,Janeiro,23
540,O Céu é de Verdade,2019,Janeiro,24
541,Cada Um Tem a Gêmea Que Merece,2019,Janeiro,25
542,Karatê Kid,2019,Janeiro,28
543,Agente 86,2019,Janeiro,29
544,As Férias da Minha Vida,2019,Janeiro,30
545,Licença Para Casar,2019,Janeiro,31
546,Universidade Monstros,2019,Fevereiro,01
547,Soul Surfer: Coragem de Viver | Kung Fu Panda 2,2019,Fevereiro,04
548,A Proposta,2019,Fevereiro,05
549,Te Amarei Para Sempre,2019,Fevereiro,06
550,Um Presente Para Toda Vida | Um Amor de Cachorro,2019,Fevereiro,07
551,A Feiticeira,2019,Fevereiro,08
552,Um Momento Pode Mudar Tudo | Rango,2019,Fevereiro,11
553,E Se Fosse Verdade | Segurem Essas Crianças,2019,Fevereiro,12
554,Como Perder Um Homem em 10 Dias | Bee Movie: A História de uma Abelha,2019,Fevereiro,13
555,Lutando Pela Vida,2019,Fevereiro,14
556,"Loucas Por Amor, Viciadas em Dinheiro | As Aventuras de Sharkboy e Lavagirl",2019,Fevereiro,15
557,Simplesmente Complicado,2019,Fevereiro,18
558,Cartas Para Deus | Os Caras de Pau em O Misterioso Roubo do Anel,2019,Fevereiro,19
559,Uma Manhã Gloriosa,2019,Fevereiro,20
560,A Grande Vitória | Flicka 2,2019,Fevereiro,21
561,Esposa de Mentirinha | Imagine Só,2019,Fevereiro,22
562,Os Homens São de Marte...E é Pra Lá Que Eu Vou | Hop: Rebelde Sem Páscoa,2019,Fevereiro,25
563,Noites de Tormenta | Billy Stone e o Medalhão Mágico,2019,Fevereiro,26
564,Em Meus Sonhos | O Vale dos Cavaleiros,2019,Fevereiro,27
565,Um Presente Para Helen | Os Saltimbancos Trapalhões: Rumo a Hollywood,2019,Fevereiro,28
566,"Meu Nome é Taylor, Drillbit Taylor | Coração de Campeão",2019,Março,01
567,Shrek Para Sempre,2019,Março,04
568,O Aprendiz de Feiticeiro,2019,Março,05
569,X-Men 2,2019,Março,06
570,Bater ou Correr,2019,Março,07
571,Alice no País das Maravilhas,2019,Março,08
572,O Impossível | Armações do Amor,2019,Março,11
573,Armações do Amor | Amor ao Primeiro Filho,2019,Março,12
575,Sully: O Herói do Rio Hudson,2019,Março,14
576,A Sogra,2019,Março,15
577,Um Senhor Estagiário,2019,Março,18
578,Cavalo de Guerra,2019,Março,19
579,Pulando a Vassoura,2019,Março,20
580,Philomena,2019,Março,21
581,Par Perfeito,2019,Março,22
582,Casamento Grego 2,2019,Março,25
583,Uma Boa Ação,2019,Março,26
584,Plano B,2019,Março,27
585,Querido Companheiro,2019,Março,28
586,Treinando o Papai,2019,Março,29
587,Qualquer Gato Vira-Lata 2,2019,Abril,01
588,Força de Viver,2019,Abril,02
589,Voando Para o Amor,2019,Abril,03
590,Querido John,2019,Abril,04
