,titulo,ano,mes,dia
4173,Blankman: Um Super-Herói Muito Atrapalhado,2005,Janeiro,27
4174,Police Story,2005,Janeiro,28
4175,Bebês Em Ação,2005,Janeiro,31
4176,A Casa Mágica,2005,Fevereiro,01
4177,Hercule E Sherlock,2005,Fevereiro,02
4178,Galgameth,2005,Fevereiro,03
4179,Viajantes Do Futuro,2005,Fevereiro,04
4183,Sabrina Vai À Roma,2005,Fevereiro,10
4184,Heróis Muito Loucos,2005,Fevereiro,11
4185,Meu Primeiro Amor,2005,Fevereiro,14
4186,Billy Madison: Um Herdeiro Bobalhão,2005,Fevereiro,15
4187,A Magia Das Fadas,2005,Fevereiro,16
4188,Bingo: Esperto Pra Cachorro,2005,Fevereiro,17
4189,O Retorno Da Família Addams,2005,Fevereiro,18
4190,Babe: O Porquinho Atrapalhado,2005,Fevereiro,21
4191,Difícil Decisão,2005,Fevereiro,22
4192,Nosso Amigo Frankestein,2005,Fevereiro,23
4193,O Dia De Folga Do Papai,2005,Fevereiro,24
4194,Convenção Das Bruxas,2005,Fevereiro,25
4195,Xuxa Popstar,2005,Fevereiro,28
4196,Desafio Mortal,2005,Março,01
4197,De Volta À Lagoa Azul,2005,Março,02
4198,Ela É Demais,2005,Março,03
4199,O Carro Desgovernado,2005,Março,04
4200,Forças Do Destino,2005,Março,07
4201,Power Rangers: O Filme,2005,Março,08
4202,O Resgate De Lauren Mahone,2005,Março,09
4203,Sem Sentido,2005,Março,10
4204,Police Story 2: Codinome Radical,2005,Março,11
4205,Um Tira Muito Suspeito,2005,Março,14
4206,Dirty Dancing: Ritmo Quente,2005,Março,15
4207,Um Ninja Da Pesada,2005,Março,16
4208,Nossa Querida Babá,2005,Março,17
4209,Hércules E As Amazonas,2005,Março,18
4210,As Patricinhas De Beverly Hills,2005,Março,21
4211,Air Bud Contra-Ataca,2005,Março,22
4212,Gargantua,2005,Março,23
4213,As Aventuras De Pinocchio,2005,Março,24
4214,O Senhor Dos Milagres,2005,Março,25
4215,Confusão Na Austrália,2005,Março,28
4216,Geração X,2005,Março,29
4217,Cachorro Atômico,2005,Março,30
4218,Nas Profundezas Do Mar Sem Fim,2005,Março,31
4219,Príncipe Guerreiro 3: O Olho Do Mal,2005,Abril,01
4220,Papa João Paulo II,2005,Abril,04
4221,Napoleon: As Aventuras De Um Cãozinho Valente,2005,Abril,05
4222,Fuga De Atlântida,2005,Abril,06
4223,Um Maluco No Golfe,2005,Abril,07
4224,A Passagem,2005,Abril,08
4225,Ace Ventura 2: Um Maluco Na África,2005,Abril,11
4226,A Família Buscapé,2005,Abril,12
4227,O Hóspede Quer Bananas,2005,Abril,13
4228,O Peste,2005,Abril,14
4229,Aterrissagem De Alto Risco,2005,Abril,15
4230,Beethoven 2,2005,Abril,18
4231,O Paizão,2005,Abril,19
4232,Os Flintstones: O Filme,2005,Abril,20
4233,Barbie: Lago Dos Cisnes,2005,Abril,21
4234,O Homem Invisível,2005,Abril,22
4235,Babe: O Porquinho Atrapalhado Na Cidade,2005,Abril,25
4236,Ghost: Do Outro Lado Da Vida,2005,Abril,26
4237,Um Tira No Jardim De Infância,2005,Abril,27
4238,Olha Quem Está Falando Também,2005,Abril,28
4239,Os Picaretas,2005,Abril,29
4240,Caçadoras De Aventuras,2005,Maio,02
4241,Rusty: O Grande Resgate,2005,Maio,03
4242,Um Time Bom De Bola,2005,Maio,04
4243,Voltando Para Casa,2005,Maio,05
4244,O Jovem Hércules,2005,Maio,06
4245,3 Ninjas Do Barulho,2005,Maio,09
4246,O Príncipe Do Central Park,2005,Maio,10
4247,Air Bud: Uma Jogada Perfeita,2005,Maio,11
4248,Correndo Atrás,2005,Maio,12
4249,É Pura Sorte,2005,Maio,13
4250,O Pestinha,2005,Maio,16
4251,Coração De Dragão 2: Um Novo Começo,2005,Maio,17
4252,Meu Primeiro Amor: Parte 2,2005,Maio,18
4253,"As Aventuras De Hubert, O Cão Herdeiro",2005,Maio,19
4254,Busca Explosiva,2005,Maio,20
4255,"Buddy, Meu Gorila Favorito",2005,Maio,23
4256,Crocodilo Dundee Em Hollywood,2005,Maio,24
4257,Slappy E A Turma,2005,Maio,25
4258,"Simão, O Fantasma Trapalhão",2005,Maio,26
4259,Os Aventureiros Do Bairro Proibido,2005,Maio,27
4260,Foi Sem Querer,2005,Maio,30
4261,A Chave Mágica,2005,Maio,31
4262,Volta Por Cima,2005,Junho,01
4263,Amigos Para Sempre,2005,Junho,02
4264,A Família Addams,2005,Junho,03
4265,"Buffy, A Caça Vampiros",2005,Junho,06
4266,Construindo Uma Carreira,2005,Junho,07
4267,Jovens Bruxas,2005,Junho,08
4268,"Zamora, Um Amor De Gorila",2005,Junho,09
4269,Hércules Em Busca Do Reino Perdido,2005,Junho,10
4270,Outono Em Nova York,2005,Junho,13
4271,O Clube Das Babás,2005,Junho,14
4274,3 Ninjas Em Apuros,2005,Junho,17
4275,Um Ratinho Encrenqueiro,2005,Junho,20
4276,Dragões Para Sempre,2005,Junho,21
4278,Ninguém Segura Esse Bebê,2005,Junho,23
4279,Alta Tensão,2005,Junho,24
4280,A Vida É Bela,2005,Junho,27
4281,Um Príncipe Em Nova York,2005,Junho,28
4283,Ed: Um Macaco Muito Louco,2005,Junho,30
4284,Hércules Em Busca Do Reino Perdido,2005,Julho,01
4285,"Querida, Encolhi As Crianças",2005,Julho,04
4286,Shiloh 2: Amigos Para Sempre,2005,Julho,05
4287,O Noviço Rebelde,2005,Julho,06
4288,O Homem Da Casa,2005,Julho,07
4289,As Aventuras De Rocky & Bullwinkle,2005,Julho,08
4290,Spirit: O Corcel Indomável,2005,Julho,11
4291,Pesos Pesados,2005,Julho,12
4292,Matilda,2005,Julho,13
4293,Duro De Agarrar,2005,Julho,14
4294,Se Meu Fusca Falasse,2005,Julho,15
4295,O Caminho Para El Dorado,2005,Julho,18
4296,O Mundo Fantástico De Oz,2005,Julho,19
4297,Pum! Emissão Impossível,2005,Julho,20
4298,A Princesa Xuxa E Os Trapalhões,2005,Julho,21
4299,As Tartarugas Ninja 3,2005,Julho,22
4300,Ace Ventura: Um Detetive Diferente,2005,Julho,25
4301,Três Solteirões E Uma Pequena Dama,2005,Julho,26
4302,Famoso Pra Cachorro,2005,Julho,27
4303,"Buffy, A Caça Vampiros",2005,Julho,28
4304,Meu Parceiro É Um Dinossauro,2005,Julho,29
4305,Jogada De Mestre,2005,Agosto,01
4306,Duro De Espiar,2005,Agosto,02
4307,Viagem Ao Centro Da Terra,2005,Agosto,03
4308,A Cor Do Amor: A História De Jacey,2005,Agosto,04
4309,"Sheena, A Rainha Da Selva",2005,Agosto,05
4310,O Pestinha 3,2005,Agosto,08
4311,No Mundo Dos Dragões,2005,Agosto,09
4312,Amor Ou Amizade,2005,Agosto,10
4313,O Milagre Dos Cães,2005,Agosto,11
4314,Guerra Biológica,2005,Agosto,12
4315,Sabrina Na Austrália,2005,Agosto,15
4316,Uma Aventura Selvagem,2005,Agosto,16
4318,Tentação Fatal,2005,Agosto,18
4319,Sem Licença Para Dirigir,2005,Agosto,19
4320,Uma Babá Quase Perfeita,2005,Agosto,22
4321,A Casa Maluca,2005,Agosto,23
4322,Zamora: Um Amor De Gorila,2005,Agosto,24
4323,Quebrando O Gelo,2005,Agosto,25
4324,O Pentelho,2005,Agosto,26
4325,"Querida, Estiquei O Bebê",2005,Agosto,29
4326,Construindo Uma Carreira,2005,Agosto,30
4327,Edward Mãos De Tesoura,2005,Agosto,31
4328,Só Você,2005,Setembro,01
4329,3 Ninjas Contra-Atacam,2005,Setembro,02
4330,Tudo Por Amor,2005,Setembro,05
4331,O Demônio Na Garrafa,2005,Setembro,06
4332,Tainá: Uma Aventura Na Amazônia,2005,Setembro,07
4333,Eloise No Plaza,2005,Setembro,08
4334,Guerreiros De Fogo,2005,Setembro,09
4335,A Lagoa Azul,2005,Setembro,12
4336,Top Gang 2: A Missão,2005,Setembro,13
4337,Vôo Da Fantasia,2005,Setembro,14
4338,Pura Liberdade,2005,Setembro,15
4339,Hércules E O Circulo De Fogo,2005,Setembro,16
4340,Aracnofobia,2005,Setembro,19
4341,Vivendo Um Conto De Fadas,2005,Setembro,20
4342,D3: Nós Somos Os Campeões,2005,Setembro,21
4343,Paulie: O Papagaio Bom De Papo,2005,Setembro,22
4344,O Mestre Do Disfarce,2005,Setembro,23
4345,Entrando Numa Fria,2005,Setembro,26
4346,Projeto China 2,2005,Setembro,27
4347,Coração De Dragão,2005,Setembro,28
4348,Olha Quem Está Falando,2005,Setembro,29
4349,O Pestinha 2,2005,Setembro,30
4350,Bebês Geniais,2005,Outubro,03
4351,American Ninja 5,2005,Outubro,04
4352,Jogada De Mestre 2: Totalmente Radical,2005,Outubro,05
4353,Um Conto Quase De Fadas,2005,Outubro,06
4354,Falcão: O Campeão Dos Campeões,2005,Outubro,07
4355,As Aventuras De Pinocchio 2,2005,Outubro,10
4356,,2005,Outubro,11
4357,Barbie Como Rapunzel,2005,Outubro,12
4358,O Diário Da Princesa,2005,Outubro,13
4359,Turbo: Power Rangers 2,2005,Outubro,14
4360,A Baleia Assassina,2005,Outubro,17
4361,Feita Por Encomenda,2005,Outubro,18
4362,Um Canguru Em Apuros,2005,Outubro,19
4363,O Milagre Da Montanha,2005,Outubro,20
4364,Double Dragon,2005,Outubro,21
4365,Bud 3: Jogando Futebol,2005,Outubro,24
4366,Uma Escola Muito Doida,2005,Outubro,25
4367,A Família Addams 2,2005,Outubro,26
4368,Uma Aventura Na América Selvagem,2005,Outubro,27
4369,Top Gang: Ases Muito Loucos,2005,Outubro,28
4370,O Grande Desafio,2005,Outubro,31
4371,,2005,Novembro,01
4372,Jesus,2005,Novembro,02
4373,Um Verão Inesquecível,2005,Novembro,03
4374,A Princesa Prometida,2005,Novembro,04
4375,K-9: Um Policial Bom Pra Cachorro,2005,Novembro,07
4376,O Rapto Do Menino Dourado,2005,Novembro,08
4377,Nunca Fui Beijada,2005,Novembro,09
4378,"Elvira, A Rainha Das Trevas",2005,Novembro,10
4379,Hércules No Labirinto Do Minotauro,2005,Novembro,11
4380,Júnior,2005,Novembro,14
4381,"Beethoven, O Magnifico",2005,Novembro,15
4382,"Meu Mestre, Minha Vida",2005,Novembro,16
4383,Os Monstros Estão De Volta,2005,Novembro,17
4384,O Sexto Homem,2005,Novembro,18
4385,Olha Quem Está Falando Agora,2005,Novembro,21
4386,Em Busca De Confusão,2005,Novembro,22
4387,Cinderela Às Avessas,2005,Novembro,23
4388,Bud 2: O Atleta De Ouro,2005,Novembro,24
4389,Milionário Num Instante,2005,Novembro,25
4390,Babe: O Porquinho Atrapalhado,2005,Novembro,28
4391,Entrega Especial,2005,Novembro,29
4392,,2005,Novembro,30
4393,Viva! A Babá Morreu,2005,Dezembro,01
4394,Guerreiros De Virtude,2005,Dezembro,02
4395,As Aventuras De Max Keeble,2005,Dezembro,05
4396,Good Burger,2005,Dezembro,06
4397,Bebês Em Ação,2005,Dezembro,07
4398,A Grande Aventura,2005,Dezembro,08
4399,As Novas Aventuras De Riquinho,2005,Dezembro,09
4400,FormiguinhaZ,2005,Dezembro,12
4401,Passe De Mágica,2005,Dezembro,13
4402,Suki Na Savana,2005,Dezembro,14
4403,Polícia Desmontada,2005,Dezembro,15
4404,Busca Explosiva,2005,Dezembro,16
4405,Pode-me Chamar De Noel,2005,Dezembro,19
4406,O Melhor De Todos Os Natais,2005,Dezembro,20
4407,Um Anjo Entre Nós,2005,Dezembro,21
4408,O Retorno De Prancer,2005,Dezembro,22
4409,Confusões No Natal,2005,Dezembro,23
4410,Asterix & Obelix Contra Cesar,2005,Dezembro,26
4411,Nossa Querida Babá,2005,Dezembro,27
4412,A Casa Mágica,2005,Dezembro,28
4413,O Príncipe Do Egito,2005,Dezembro,29
4414,Um Craque Animal,2005,Dezembro,30
4415,Gasparzinho E Wendy,2004,Janeiro,01
4416,A Vida É Bela,2004,Janeiro,02
4417,O Grande Desafio,2004,Janeiro,05
4418,Ace Ventura: Um Detetive Diferente,2004,Janeiro,06
4419,Matilda,2004,Janeiro,07
4420,Xuxa E Os Trapalhões Em O Mistério De Robin Hood,2004,Janeiro,08
4421,Tubarão,2004,Janeiro,09
4422,Para Sempre Cinderella,2004,Janeiro,12
4423,O Casamento Dos Trapalhões,2004,Janeiro,13
4424,"Bingo, Esperto Pra Cachorro",2004,Janeiro,14
4425,As Namoradas Do Papai,2004,Janeiro,15
4426,Um Príncipe Em Nova York,2004,Janeiro,16
4427,O Príncipe Do Egito,2004,Janeiro,19
4428,Jogada De Mestre 2: Totalmente Radical,2004,Janeiro,20
4429,American Ninja 5,2004,Janeiro,21
4430,Pura Liberdade,2004,Janeiro,22
4431,Zoando Na TV,2004,Janeiro,23
4432,O Trapalhão E A Luz Azul,2004,Janeiro,26
4433,Projeto China 2: A Vingança,2004,Janeiro,27
4434,Guerreiros Da Virtude,2004,Janeiro,28
4435,Um Fugitivo Do Barulho,2004,Janeiro,29
4436,Meu Parceiro É Um Dinossauro,2004,Janeiro,30
4437,A Princesa Prometida,2004,Fevereiro,02
4438,Cachorro Atômico,2004,Fevereiro,03
4439,Sabrina Na Austrália,2004,Fevereiro,04
4440,Curso De Verão,2004,Fevereiro,05
4441,Blankman: Um Super-Herói Muito Atrapalhado,2004,Fevereiro,06
4442,Os Batutinhas,2004,Fevereiro,09
4443,Vice-Versa,2004,Fevereiro,10
4444,Mong E Loide,2004,Fevereiro,11
4445,A Pequena Espiã,2004,Fevereiro,12
4446,Hércules E O Circulo De Fogo,2004,Fevereiro,13
4447,O Rapto Do Menino Dourado,2004,Fevereiro,16
4448,Hercule & Sherlock,2004,Fevereiro,17
4449,Corra Que A Polícia Vem Aí,2004,Fevereiro,18
4450,Surfe No Havaí,2004,Fevereiro,19
4451,Police Story 2: Codinome Radical,2004,Fevereiro,20
4455,Bebês Em Ação,2004,Fevereiro,26
4456,Heck: Ninguém Segura Esse Cachorro,2004,Fevereiro,27
4457,Orca: A Baleia Assassina,2004,Março,01
4458,Nada Em Comum,2004,Março,02
4459,Sem Licença Para Dirigir,2004,Março,03
4460,Zamora,2004,Março,04
4461,Fuga De Atlântica,2004,Março,05
4462,Um Verão Inesquecível,2004,Março,08
4463,Galgameth,2004,Março,09
4464,Um Robô Em Curto-Circuito 2,2004,Março,10
4465,Conta Comigo,2004,Março,11
4466,É Para Sorte,2004,Março,12
4467,O Jardim Secreto,2004,Março,16
4468,Difícil Decisão,2004,Março,17
4469,"Crianças, A Mamãe Saiu",2004,Março,18
4470,Hércules E As Amazonas,2004,Março,19
4471,Quase Feitos Um Para O Outro,2004,Março,22
4472,O Cadillac Azul,2004,Março,23
4473,Ed: Um Macaco Muito Louco,2004,Março,24
4474,Um Salto Para A Felicidade,2004,Março,25
4475,O Fantasma,2004,Março,26
4476,Pequenos Guerreiros,2004,Março,29
4477,Billy Madison: Um Herdeiro Bobalhão,2004,Março,30
4478,Naufrágio No Pacífico,2004,Março,31
4479,Uma Aventura Selvagem,2004,Abril,01
4480,O Homem Invisível,2004,Abril,02
4481,O Pestinha,2004,Abril,05
4482,Geração X,2004,Abril,06
4483,Lassie,2004,Abril,07
4484,Lua De Cristal,2004,Abril,08
4485,"Maria, Filha De Seu Filho",2004,Abril,09
4486,Ghost: Do Outro Lado Da Vida,2004,Abril,12
4487,As Patricinhas De Beverly Hills,2004,Abril,13
4488,O Gênio Do Videogame,2004,Abril,14
4489,Viagem Insólita,2004,Abril,15
4490,Police Story: A Guerra Das Drogas,2004,Abril,16
4491,Espião Por Engano,2004,Abril,19
4492,Passe De Mágica,2004,Abril,20
4493,K-9: Um Policial Bom Pra Cachorro,2004,Abril,21
4494,As Aparências Enganam,2004,Abril,22
4495,O Retorno Da Família Addams,2004,Abril,23
4496,Bebês Geniais,2004,Abril,26
4497,Slappy E A Turma,2004,Abril,27
4499,Não Tenho Troco,2004,Abril,29
4500,Hércules Em Busca Do Reino Perdido,2004,Abril,30
4501,Dirty Dancing: Ritmo Quente,2004,Maio,03
4502,O Pequeno Unicórnio,2004,Maio,04
4503,A Morte Do Incrível Hulk,2004,Maio,05
4504,Um Maluco No Golfe,2004,Maio,06
4505,Águia De Aço 3: Ases Do Céu,2004,Maio,07
4506,Um Tira No Jardim De Infância,2004,Maio,10
4507,Meu Primeiro Amor,2004,Maio,11
4508,O Carro Desgovernado,2004,Maio,12
4509,Sabrina Vai A Roma,2004,Maio,13
4510,Busca Explosiva,2004,Maio,14
4511,Confusão Na Austrália,2004,Maio,17
4512,Forças Do Destino,2004,Maio,18
4513,O Príncipe Do Central Park,2004,Maio,19
4515,Jovem Hércules,2004,Maio,21
4516,O Peste,2004,Maio,24
4518,A Magia Das Fadas,2004,Maio,26
4519,Dr. Hollywood: Uma Receita De Amor,2004,Maio,27
4520,A Ilha Da Garganta Cortada,2004,Maio,28
4521,O Mentiroso,2004,Maio,31
4522,3 Ninjas Contra-Atacam,2004,Junho,01
4523,A Casa Maluca,2004,Junho,02
4524,Convenção Das Bruxas,2004,Junho,03
4525,Quase Igual Aos Outros,2004,Junho,04
4526,Beethoven 2,2004,Junho,07
4527,O Grande Dragão Branco,2004,Junho,08
4528,Nossa Querida Babá,2004,Junho,09
4529,Gargantua,2004,Junho,10
4530,Double Dragon,2004,Junho,11
4531,O Resgate De Lauren Mahone,2004,Junho,14
4532,O Defensor,2004,Junho,15
4533,Sempre Amigos,2004,Junho,16
4534,Ela É O Diabo,2004,Junho,17
4535,Uma Loira Em Apuros,2004,Junho,18
4536,Tudo Por Amor,2004,Junho,21
4537,Volta Por Cima,2004,Junho,22
4538,Os Fantasmas Se Divertem,2004,Junho,23
4539,Patch Adams: O Amor É Contagioso,2004,Junho,24
4540,Duas Babás Nada Perfeitas,2004,Junho,25
4541,Um Tira Da Pesada 2,2004,Junho,28
4542,Voltando Para Casa,2004,Junho,29
4543,Meu Primeiro Amor: Parte 2,2004,Junho,30
4544,Uma Babá Quase Perfeita,2004,Julho,01
4545,Aterrissagem De Alto Risco,2004,Julho,02
4546,"Buddy, Meu Gorila Favorito",2004,Julho,05
4547,Os Aventureiros Do Bairro Proibido,2004,Julho,06
4548,Em Busca De Confusão,2004,Julho,07
4549,Quero Ser Grande,2004,Julho,08
4550,As Aventuras De Pinocchio,2004,Julho,09
4551,O Hóspede Quer Bananas,2004,Julho,12
4552,Barbie: Lago Dos Cisnes,2004,Julho,13
4553,O Noviço Rebelde,2004,Julho,14
4554,A Chave Mágica,2004,Julho,15
4555,Rusty: O Grande Resgate,2004,Julho,16
4556,Napoleon: As Aventuras De Um Cãozinho Valente,2004,Julho,19
4557,Os Trapalhões E A Árvore Da Juventude,2004,Julho,20
4558,Final Fantasy,2004,Julho,21
4559,Polícia Desmontada,2004,Julho,22
4560,Power Rangers: O Filme,2004,Julho,23
4561,FormiguinhaZ,2004,Julho,26
4562,Eu Acredito Em Gnomos,2004,Julho,27
4563,Os Trapalhões E O Mágico De Oroz,2004,Julho,28
4564,A Malandrinha,2004,Julho,29
4565,As Tartarugas Ninja 3,2004,Julho,30
4566,A Família Buscapé,2004,Agosto,02
4567,Caçadoras De Aventuras,2004,Agosto,03
4568,Um Maluco Perdido No Espaço,2004,Agosto,04
4569,Manequim: A Magia Do Amor,2004,Agosto,05
4570,Nove Meses,2004,Agosto,06
4571,O Paizão,2004,Agosto,09
4572,Amigos Para Sempre,2004,Agosto,10
4573,Construindo Uma Carreira,2004,Agosto,11
4574,Dois Espiões E Um Bebê,2004,Agosto,12
4576,Corra Que A Polícia Vem Aí 2 1/2,2004,Agosto,16
4579,Olha Quem Está Falando Também,2004,Agosto,19
4582,Coração De Dragão 2: Um Novo Começo,2004,Agosto,24
4586,Zona De Perigo,2004,Agosto,30
4587,Foi Sem Querer,2004,Agosto,31
4588,Só Resta A Esperança,2004,Setembro,01
4589,Nunca Fui Beijada,2004,Setembro,02
4590,Os Flintstones: O Filme,2004,Setembro,03
4591,Correndo Atrás,2004,Setembro,06
4593,A Cor Do Amor: A História Jacey,2004,Setembro,09
4594,"Buffy, A Caça Vampiros",2004,Setembro,10
4595,Amor Ou Amizade,2004,Setembro,13
4596,O Pequeno Unicórnio,2004,Setembro,14
4597,3 Trapalhões Da Pesada,2004,Setembro,15
4598,"As Aventuras De Hubert, O Cão Herdeiro",2004,Setembro,16
4599,Hércules No Labirinto Do Minotauro,2004,Setembro,17
4600,Zona Mortal,2004,Setembro,20
4601,Good Burger,2004,Setembro,21
4602,Clonagem,2004,Setembro,22
4603,Meu Sobrinho É Um Terror,2004,Setembro,23
4604,Coração Leal,2004,Setembro,24
4605,O Pentelho,2004,Setembro,27
4606,Cinderela Às Avessas,2004,Setembro,28
4607,Um Trapaceiro Genial,2004,Setembro,29
4608,Duro De Agarrar,2004,Setembro,30
4609,Jogada De Mestre,2004,Outubro,01
4610,Congo,2004,Outubro,04
4611,Vôo Da Fantasia,2004,Outubro,05
4612,Famoso Pra Cachorro,2004,Outubro,06
4613,Os Garotos Perdidos,2004,Outubro,07
4614,O Milagre Na Montanha: A História Da Família Kincaid,2004,Outubro,08
4615,Ninguém Segura Este Bebê,2004,Outubro,11
4616,O Caminho Para El Dorado,2004,Outubro,12
4617,Joey: Um Canguru Em Apuros,2004,Outubro,13
4618,As Aventuras De Rocky & Bullwinkle,2004,Outubro,14
4619,Xuxa Requebra,2004,Outubro,15
4620,Um Dia Especial,2004,Outubro,18
4621,Top Gang 2: A Missão,2004,Outubro,19
4622,Bilhete Premiado,2004,Outubro,20
4623,Quebrando O Gelo,2004,Outubro,21
4624,Elvira: A Rainha Das Trevas,2004,Outubro,22
4625,Tentação Fatal,2004,Outubro,25
4626,Turbo: Power Rangers 2,2004,Outubro,26
4627,A Grande Aventura,2004,Outubro,27
4628,O Sargento Trapalhão,2004,Outubro,28
4629,A Maldição Do Halloween,2004,Outubro,29
4630,O Pestinha 3,2004,Novembro,01
4631,Jesus,2004,Novembro,02
4632,Matilda,2004,Novembro,03
4633,A Lagoa Azul,2004,Novembro,04
4634,Sabrina Na Austrália,2004,Novembro,05
4635,Velocidade Máxima 2,2004,Novembro,08
4636,Feita Por Encomenda,2004,Novembro,10
4637,Um Tira E Meio,2004,Novembro,11
4638,Asterix & Obelix Contra Cesar,2004,Novembro,12
4639,Caramuru: A Invenção Do Brasil,2004,Novembro,15
4640,The Wonders: O Sonho Não Acabou,2004,Novembro,16
4641,Madeline,2004,Novembro,17
4642,A Magia Das Águas,2004,Novembro,18
4643,Jogada De Mestre 2: Totalmente Radical,2004,Novembro,19
4644,MIB: Homens De Preto,2004,Novembro,22
4645,Um Conto Quase De Fadas,2004,Novembro,23
4646,Coração De Dragão,2004,Novembro,24
4647,Olha Quem Está Falando Agora,2004,Novembro,25
4648,Jumanji,2004,Novembro,26
4649,Top Gang: Ases Muito Loucos,2004,Novembro,29
4650,Vivendo Um Conto De Fadas,2004,Novembro,30
4651,"Paulie, O Papagaio Bom De Papo",2004,Dezembro,01
4652,Entrega Especial,2004,Dezembro,02
4653,Orca: A Baleia Assassina,2004,Dezembro,03
4654,O Pestinha 2,2004,Dezembro,06
4655,A Princesa Prometida,2004,Dezembro,07
4656,O Natal Da Família Monstro,2004,Dezembro,08
4657,Um Verão Inesquecível,2004,Dezembro,09
4658,Turbo: Power Rangers 2,2004,Dezembro,10
4659,Barbie Como Rapunzel,2004,Dezembro,13
4660,Menino Maluquinho 2: A Aventura,2004,Dezembro,14
4661,Um Amor No Fim Do Ano,2004,Dezembro,15
4662,Shiloh: O Melhor Amigo,2004,Dezembro,16
4663,Um Fugitivo Do Barulho,2004,Dezembro,17
4664,O Papai Noel Trapalhão,2004,Dezembro,20
4665,O Retorno De Prancer,2004,Dezembro,21
4666,As Aventuras De Papai Noel,2004,Dezembro,22
4667,As Aventuras De Pinocchio 2,2004,Dezembro,23
4668,Pode-me Chamar De Noel,2004,Dezembro,24
4669,Gasparzinho: O Fantasminha Camarada,2004,Dezembro,27
4670,Anastasia,2004,Dezembro,28
4671,O Sargento Trapalhão,2004,Dezembro,29
4672,Um Amigo Diferente,2004,Dezembro,30
4675,Bud 3: Jogando Futebol,2003,Janeiro,02
4676,Um Verão Inesquecível,2003,Janeiro,03
4677,Um Fugitivo Do Barulho,2003,Janeiro,06
4678,Meus Amigos Dinossauros,2003,Janeiro,07
4679,Aladdin,2003,Janeiro,08
4680,Muppets Do Espaço,2003,Janeiro,09
4681,O Pequeno Grande Time,2003,Janeiro,10
4682,O Trapalhão E A Luz Azul,2003,Janeiro,13
4683,Matilda,2003,Janeiro,14
4684,As Tartarugas Ninja 3,2003,Janeiro,15
4685,"Bingo, Esperto Pra Cachorro",2003,Janeiro,16
4686,Os Caça-Fantasmas 2,2003,Janeiro,17
4687,A Lagoa Azul,2003,Janeiro,20
4688,O Casamento Dos Trapalhões,2003,Janeiro,21
4689,Aprontando Em Alto-Mar,2003,Janeiro,22
4690,Conta Comigo,2003,Janeiro,23
4691,American Ninja 5,2003,Janeiro,24
4692,As Aparências Enganam,2003,Janeiro,27
4693,Quem Vê Cara Não Vê Coração,2003,Janeiro,28
4694,Curso De Verão,2003,Janeiro,29
4695,Um Salto Para A Felicidade,2003,Janeiro,30
4696,Lua De Cristal,2003,Janeiro,31
4697,Os Aventureiros Do Bairro Proibido,2003,Fevereiro,03
4698,Um Robô Em Curto-Circuito 2,2003,Fevereiro,04
4699,A Pequena Espiã,2003,Fevereiro,05
4700,Sem Licença para Dirigir,2003,Fevereiro,06
4701,"Buddy, Meu Gorila Favorito",2003,Fevereiro,07
4702,Os Trapalhões Na Terra Dos Monstros,2003,Fevereiro,10
4703,De Volta Para O Futuro 3,2003,Fevereiro,11
4704,Quase Igual Aos Outros,2003,Fevereiro,12
4705,O Anjo Da Guarda,2003,Fevereiro,13
4706,Hércules E O Círculo De Fogo,2003,Fevereiro,14
4707,Quase Feitos Um Para o Outro,2003,Fevereiro,17
4708,Os Heróis Trapalhões: Uma Aventura Na Selva,2003,Fevereiro,18
4709,"Tal Pai, Tal Filho",2003,Fevereiro,19
4710,O Sargento Trapalhão,2003,Fevereiro,20
4711,Meu Filho Das Selvas,2003,Fevereiro,21
4712,O Homem Invisível,2003,Fevereiro,24
4713,Um Dia A Casa Cai,2003,Fevereiro,25
4714,Cachorro Atômico,2003,Fevereiro,26
4715,Marujos Muito Loucos,2003,Fevereiro,27
4716,Krull,2003,Fevereiro,28
4720,Falcão: O Campeão Dos Campeões,2003,Março,06
4721,Os Batutinhas,2003,Março,07
4722,Os Monstros Estão De Volta,2003,Março,10
4723,Um BlankMan: Um Super Herói Muito Atrapalhado,2003,Março,11
4724,Um Hóspede Do Barulho,2003,Março,12
4725,Super Controle Remoto,2003,Março,13
4726,Hércules E As Amazonas,2003,Março,14
4727,Um Ninja Da Pesada,2003,Março,17
4728,Salve-me Quem Puder,2003,Março,18
4729,Meus Vizinhos São Um Terror,2003,Março,19
4730,Investigação Perigosa,2003,Março,20
4731,Ed: Um Macaco Muito Louco,2003,Março,21
4732,Orca: A Baleia Assassina,2003,Março,24
4733,O Rapto Do Menino Dourado,2003,Março,25
4734,Heck: Ninguém Segura Esse Cachorro,2003,Março,26
4735,Top Gang: Ases Muito Loucos,2003,Março,27
4736,Meu Amigo Panda,2003,Março,28
4737,Guerreiros Da Virtude,2003,Março,31
4738,Katie: Uma Garota Da Pesada,2003,Abril,01
4739,Stargate: Herdeiros Dos Deuses,2003,Abril,02
4740,Dias De Trovão,2003,Abril,03
4741,Naufrágio No Pacífico,2003,Abril,04
4742,Amigos Para Sempre,2003,Abril,07
4743,Homens De Branco,2003,Abril,08
4744,A Chave Mágica,2003,Abril,09
4745,A Malandrinha,2003,Abril,10
4746,Karatê Kid 2: A Hora Da Verdade Continua,2003,Abril,11
4747,O Grande Desafio,2003,Abril,14
